Tissue,BroadID,Release,PMID,Organism,Platform,PlatformDescription,PlatformAccesionID,DataAccessionID,SigID,SigName,SigDescription,Comment,Keywords,URL,FileAssociated,GenesBroad,GenesArticle,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,,
Stem Cell,,R5,20576167,Human,affy_U133Plus2,HG-U133 Plus 2.0,,,20576167-TableS4,Henriksen10_2genes_stemcell,,,,,20576167-TableS4.txt,,2,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20618997,Human,Illumina HumanWG 6 V1,Illumina Human Ref-8 expression arrays,,,20618997-Table3,Mossman10_8genes_colon,,,,,20618997-Table3.txt,,8,RefSeq ID,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R5,20618997,Human,Illumina HumanWG 6 V1,Illumina Human Ref-8 expression arrays,,,20618997-TableS1,Mossman10_9genes_colon,,,,,20618997-TableS1.txt,,9,Gene Symbol,RefSeq ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glioblastoma,,R5,20308310,Human,affy_U133A,Affymetrix HT_HG-U133A,,,20308310-Table1,Schwartzbaum10_47genes_glioblastoma,,,,,20308310-Table1.txt,,47,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Glioblastoma,,R5,20308310,Human,affy_U133A,Affymetrix HT_HG-U133A,,,20308310-Table2,Schwartzbaum10_14genes_glioblastoma,,,,,20308310-Table2.txt,,14,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Glioblastoma,,R5,20308310,Human,affy_U133A,Affymetrix HT_HG-U133A,,,20308310-Table3,Schwartzbaum10_11genes_glioblastoma,,,,,20308310-Table3.txt,,11,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
Ependymoma,,R5,20885975,Human,Agilent WholeGenome 4x44k v1,whole-human genome 44K oligonucleotide microarrays (Agilent),,,20885975-TableS2,Peyre10_170genes_ependymoma,,,,,20885975-TableS2.txt,,170,Gene Symbol,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ependymoma,,R5,20885975,Human,Agilent WholeGenome 4x44k v1,whole-human genome 44K oligonucleotide microarrays (Agilent),,,20885975-TableS3,Peyre10_196genes_ependymoma,,,,,20885975-TableS3.txt,,196,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Ependymoma,,R5,20885975,Human,Agilent WholeGenome 4x44k v1,whole-human genome 44K oligonucleotide microarrays (Agilent),,,20885975-TableS4a,Peyre10_167genes_ependymoma,,,,,20885975-TableS4a.txt,,167,RefSeq ID,Probe ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Ependymoma,,R5,20885975,Human,Agilent WholeGenome 4x44k v1,whole-human genome 44K oligonucleotide microarrays (Agilent),,,20885975-TableS4b,Peyre10_53genes_ependymoma,,,,,20885975-TableS4b.txt,,53,RefSeq ID,Probe ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Ependymoma,,R5,20885975,Human,Agilent WholeGenome 4x44k v1,whole-human genome 44K oligonucleotide microarrays (Agilent),,,20885975-TableS5,Peyre10_298genes_ependymoma,,,,,20885975-TableS5.txt,,298,Probe ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,20840765,Human,,,,,20840765-Table1,Worthington10_72genes_breast,,,,,20840765-Table1.txt,,72,Gene Symbol,EnsEMBL ID,Other Gene Description,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Embryo,,R5,20829439,Mouse,,,,,20829439-Table1,Singh10_19genes_embryo,,,,,20829439-Table1.txt,,19,Gene Symbol,RefSeq ID,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Embryo,,R5,20829439,Mouse,,,,,20829439-Table2,Singh10_32genes_embryo,,,,,20829439-Table2.txt,,32,Gene Symbol,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Embryo,,R5,20829439,Mouse,,,,,20829439-TableS1,Singh10_5genes_embryo,,,,,20829439-TableS1.txt,,5,RefSeq ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20863401,Human,Illumina HumanWG 6 V3,"BeadChip platform (Illumina) and chip reference 8, version 3 for humans",,GSE24261,20863401-Table1,Baniwal10_68genes_prostate,,,,,20863401-Table1.txt,,68,EntrezGene ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20863401,Human,Illumina HumanWG 6 V3,"BeadChip platform (Illumina) and chip reference 8, version 3 for humans",,GSE24261,20863401-TableS1,Baniwal10_24526genes_prostate,,,,,20863401-TableS1.txt,,24526,Probe ID,Gene Symbol,Geneset Specific Statistics,RefSeq ID,Other Gene Description,Other Gene Description,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20863401,Human,Illumina HumanWG 6 V3,"BeadChip platform (Illumina) and chip reference 8, version 3 for humans",,GSE24261,20863401-TableS2,Baniwal10_46genes_prostate,,,,,20863401-TableS2.txt,,46,EntrezGene ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20863401,Human,Illumina HumanWG 6 V3,"BeadChip platform (Illumina) and chip reference 8, version 3 for humans",,GSE24261,20863401-TableS3,Baniwal10_248genes_prostate,,,,,20863401-TableS3.txt,,248,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,20863401,Human,Illumina HumanWG 6 V3,"BeadChip platform (Illumina) and chip reference 8, version 3 for humans",,GSE24261,20863401-TableS8,Baniwal10_56genes_prostate,,,,,20863401-TableS8.txt,,56,Gene Symbol,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometrial,,R5,21079744,Human,Illumina Human HT 12,HumanHT-12 v3 whole-genome,,GSE23518,21079744-TableS2a,Mhawech-Fauceglia10_19genes_endometrial,,,,,21079744-TableS2a.txt,,19,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,EntrezGene ID,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Endometrial,,R5,21079744,Human,Illumina Human HT 12,HumanHT-12 v3 whole-genome,,GSE23518,21079744-TableS2b,Mhawech-Fauceglia10_48genes_endometrial,,,,,21079744-TableS2b.txt,,48,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,EntrezGene ID,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Endometrial,,R5,21079744,Human,Illumina Human HT 12,HumanHT-12 v3 whole-genome,,GSE23518,21079744-TableS3,Mhawech-Fauceglia10_23genes_endometrial,,,,,21079744-TableS3.txt,,23,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,EntrezGene ID,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Endometrial,,R5,21079744,Human,Illumina Human HT 12,HumanHT-12 v3 whole-genome,,GSE23518,21079744-TableS4,Mhawech-Fauceglia10_36genes_endometrial,,,,,21079744-TableS4.txt,,36,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,EntrezGene ID,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Endometrial,,R5,21079744,Human,Illumina Human HT 12,HumanHT-12 v3 whole-genome,,GSE23518,21079744-TableS5,Mhawech-Fauceglia10_39genes_endometrial,,,,,21079744-TableS5.txt,,39,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,EntrezGene ID,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,21082043,Human,Affymetrix human genome U133 (HG-U133A and HG-133B),Affymetrix U133A and U133B human GeneChips,,GSE3494,21082043-TableS1,Rantala10_177genes_breast,,,,,21082043-TableS1.txt,,177,Gene Symbol,Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,21082043,Human,Affymetrix human genome U133 (HG-U133A and HG-133B),Affymetrix U133A and U133B human GeneChips,,GSE3494,21082043-TableS3,Rantala10_30genes_breast,,,,,21082043-TableS3.txt,,30,Gene Symbol,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Breast and Prostate,,R5,20454975,Human,Illumina HumanWG 6 V3,Illumina Human WG6 V3 Expression BeadChip,,,20454975-Table1,Benavides11_10genes_breastandprostate,,,,,20454975-Table1.txt,,10,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,
Breast and Prostate,,R5,20454975,Human,Illumina HumanWG 6 V3,Illumina Human WG6 V3 Expression BeadChip,,,20454975-Table2,Benavides11_98genes_breastandprostate,,,,,20454975-Table2.txt,,98,Probe ID,EntrezGene ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,
Breast and Prostate,,R5,20454975,Human,Illumina HumanWG 6 V3,Illumina Human WG6 V3 Expression BeadChip,,,20454975-TableS1,Benavides11_842genes_breastandprostate,,,,,20454975-TableS1.txt,,842,Probe ID,EntrezGene ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Breast and Prostate,,R5,20454975,Human,Illumina HumanWG 6 V3,Illumina Human WG6 V3 Expression BeadChip,,,20454975-TableS2,Benavides11_221genes_breastandprostate,,,,,20454975-TableS2.txt,,221,Probe ID,EntrezGene ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20823422,Human,affy_U133A,Affymetrix HG-U133A,,GSE14814,20823422-Table2,Zhu10_15genes_lung,,,,,20823422-Table2.txt,,15,Gene Symbol,Probe ID,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20823422,Human,affy_U133A,Affymetrix HG-U133A,,GSE14814,20823422-TableS1,Zhu10_15genes_lung,,,,,20823422-TableS1.txt,,15,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20823422,Human,affy_U133A,Affymetrix HG-U133A,,GSE14814,20823422-TableS6,Zhu10_172genes_lung,,,,,20823422-TableS6.txt,,172,Probe ID,RefSeq ID,UniGene ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20823422,Human,affy_U133A,Affymetrix HG-U133A,,GSE14814,20823422-TableS8,Zhu10_12genes_lung,,,,,20823422-TableS8.txt,,12,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R5,20823422,Human,affy_U133A,Affymetrix HG-U133A,,GSE14814,20823422-TableS9,Zhu10_101genes_lung,,,,,20823422-TableS9.txt,,101,Probe ID,Gene Symbol,EntrezGene ID,Other Gene Description,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,,,
Germ,,R5,21059207,Human,miRBase,,,GSE18155,21059207-Table1a,Murray10_29genes_germ,,,,,21059207-Table1a.txt,,29,miRBase,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Germ,,R5,21059207,Human,miRBase,,,GSE18155,21059207-Table1b,Murray10_37genes_germ,,,,,21059207-Table1b.txt,,37,miRBase,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Germ,,R5,21059207,Human,miRBase,,,GSE18155,21059207-Table2,Murray10_26genes_germ,,,,,21059207-Table2.txt,,26,miRBase,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Germ,,R5,21059207,Human,miRBase,,,GSE18155,21059207-Table3,Murray10_10genes_germ,,,,,21059207-Table3.txt,,10,RefSeq ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,,,,,,,,,,,,,,,,,,,,
Germ,,R5,21059207,Human,miRBase,,,GSE18155,21059207-TableS2,Murray10_34genes_germ,,,,,21059207-TableS2.txt,,34,Gene Symbol,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Germ,,R5,21059207,Human,miRBase,,,GSE18155,21059207-TableS3,Murray10_26genes_germ,,,,,21059207-TableS3.txt,,26,Gene Symbol,Geneset Specific Factor,Geneset Specific Statistics,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,21080935,Human,Agilent WholeGenome 4x44k v1,44k two-color Agilent Human Whole Genome Oligo Microarrays,,,21080935-TableS4,Borgan10_865genes_breast,,,,,21080935-TableS4.txt,,865,EntrezGene ID,Other Gene Description,Probe ID,Gene Symbol,RefSeq ID,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,
Breast,,R5,21080935,Human,Agilent WholeGenome 4x44k v1,44k two-color Agilent Human Whole Genome Oligo Microarrays,,,21080935-TableS5,Borgan10_334genes_breast,,,,,21080935-TableS5.txt,,334,EntrezGene ID,Other Gene Description,Probe ID,Gene Symbol,RefSeq ID,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,
Breast,,R5,21209903,Human,affy_U133Plus2,Human Genome U133 Plus 2.0,,GSE22035,21209903-Table2,Cizkova10_78genes_breast,,,,,21209903-Table2.txt,,78,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,21209903,Human,affy_U133Plus2,Human Genome U133 Plus 2.0,,GSE22035,21209903-Table3,Cizkova10_29genes_breast,,,,,21209903-Table3.txt,,29,Gene Symbol,RefSeq ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,21209903,Human,affy_U133Plus2,Human Genome U133 Plus 2.0,,GSE22035,21209903-Table4,Cizkova10_31genes_breast,,,,,21209903-Table4.txt,,31,Gene Symbol,RefSeq ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,21209903,Human,affy_U133Plus2,Human Genome U133 Plus 2.0,,GSE22035,21209903-TableS2,Cizkova10_2538genes_breast,,,,,21209903-TableS2.txt,,2538,EntrezGene ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Probe ID,Gene Description,Gene Symbol,,,,,,,,,,,,,,,,,,,,
Breast,,R5,21209903,Human,affy_U133Plus2,Human Genome U133 Plus 2.0,,GSE22035,21209903-TableS4,Cizkova10_56genes_breast,,,,,21209903-TableS4.txt,,56,Geneset Specific Factor,Gene Symbol,Gene Description,Probe ID,Geneset Specific Statistics,RefSeq ID,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R5,21209903,Human,affy_U133Plus2,Human Genome U133 Plus 2.0,,GSE22035,21209903-TableS5,Cizkova10_29genes_breast,,,,,21209903-TableS5.txt,,29,Gene Symbol,RefSeq ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Breast and Colon,,R5,21209904,Human,affy_U133Plus2,Affymetrix Human Genome U133 Plus 2.0,,GSE3151,21209904-Table1,Chittenden10_8genes_breastandcolon,,,,,21209904-Table1.txt,,8,Other Gene Description,EntrezGene ID,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,
Breast and Colon,,R5,21209904,Human,affy_U133Plus2,Affymetrix Human Genome U133 Plus 2.0,,GSE3151,21209904-TableS1,Chittenden10_411genes_breastandcolon,,,,,21209904-TableS1.txt,,411,Probe ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Gene Symbol,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,21134280,Human,Illumina HumanWG 6 V2,Illumina HumanWG 6 v2 BeadChips,,GSE20956,21134280-Table1,Dozmorov10_22genes_prostate,,,,,21134280-Table1.txt,,22,Gene Symbol,Gene Description,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,21134280,Human,Illumina HumanWG 6 V2,Illumina HumanWG 6 v2 BeadChips,,GSE20956,21134280-TableS1,Dozmorov10_70genes_prostate,,,,,21134280-TableS1.txt,,70,Probe ID,Geneset Specific Factor,RefSeq ID,Geneset Specific Factor,Gene Symbol,Geneset Specific Factor,Gene Description,,,,,,,,,,,,,,,,,,,,,,
Prostate,,R5,21134280,Human,Illumina HumanWG 6 V2,Illumina HumanWG 6 v2 BeadChips,,GSE20956,21134280-TableS2,Dozmorov10_162genes_prostate,,,,,21134280-TableS2.txt,,162,Probe ID,Geneset Specific Factor,RefSeq ID,Geneset Specific Factor,Gene Symbol,Geneset Specific Factor,Gene Description,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,21559491,Mouse,,,,,21559491-TableDS2a,Koeva11_1893genes_stemcell_Aiba_Flineage,"F lineage signature from Aiba (2009) Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells. DNA Res 16: 73--80. Currated by Koeva11, Signature from ESC, contained 632 SGL (Stem) and 1261 DGL (Differentiated) Genes",,,,21559491-TableDS2a.txt,,1893,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,21559491,Mouse,,,,,21559491-TableDS2b,Koeva11_2576genes_stemcell_Aiba_Glineage,"G lineage signature from Aiba (2009) Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells. DNA Res 16: 73--80. Currated by Koeva11, Signature from ESC, contained 1782 SGL (Stem) and 1429 DGL (Differentiated) Genes",,,,21559491-TableDS2b.txt,,2576,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,21559491,Mouse,,,,,21559491-TableDS2c,Koeva11_2893genes_stemcell_Aiba_Nlineage,"N lineage signature from Aiba (2009) Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells. DNA Res 16: 73--80. Currated by Koeva11, Signature from ESC, contained 1782 SGL (Stem) and 1429 DGL (Differentiated) Genes",,,,21559491-TableDS2c.txt,,2893,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,21559491,Mouse,,,,,21559491-TableDS2d,Koeva11_3542genes_stemcell_Aiba_Zlineage,"Z lineage signature from Aiba (2009) Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells. DNA Res 16: 73--80. Currated by Koeva11, Signature from ESC, contained 1782 SGL (Stem) and 1429 DGL (Differentiated) Genes",,,,21559491-TableDS2d.txt,,3542,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,21559491,Mouse,,,,,21559491-TableDS2e,Koeva11_3989genes_stemcell_Aiba_iPSbxo15,"MEF signature from Aiba (2009) Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells. DNA Res 16: 73--80. Currated by Koeva11, Signature from iPS, contained 1739 SGL (Stem) and 2250 DGL (Differentiated) Genes",,,,21559491-TableDS2e.txt,,3989,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,21559491,Mouse,,,,,21559491-TableDS2f,Koeva11_3963genes_stemcell_Aiba_iPS,"MEF signature from Aiba (2009) Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells. DNA Res 16: 73--80. Currated by Koeva11, Signature from iPS, contained 1765 SGL (Stem) and 2198 DGL (Differentiated) Genes",,,,21559491-TableDS2f.txt,,3963,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,21559491,Mouse,,,,,21559491-TableDS2g,Koeva11_1927genes_stemcell_Aiba_NSC,"DC signature from Aiba (2009) Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells. DNA Res 16: 73--80. Currated by Koeva11, Signature from NSC, contained 799 SGL (Stem) and 1128 DGL (Differentiated) Genes",,,,21559491-TableDS2g.txt,,1927,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,21559491,Mouse,,,,,21559491-TableDS2h,Koeva11_2219genes_stemcell_Aiba_P0P4,"P0/P4 signature from Aiba (2009) Defining developmental potency and cell lineage trajectories by expression profiling of differentiating mouse embryonic stem cells. DNA Res 16: 73--80. Currated by Koeva11, Signature from ESC, contained 1108 SGL (Stem) and 1111 DGL (Differentiated) Genes",,,,21559491-TableDS2h.txt,,2219,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,EntrezGene ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
